Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
1208.97,0.05855,0.05699,0.05643,0.02578,0.03444,0.04017,0.04235,0.01593,0.02516,0.03977,0.01628,0.03344,0.0519,0.05549,0.03881,0.03692,0.06198,0.03817,0.02467,0.02593,0.02125,0.0154,0.0192,0.01936,0.01695,0.0521,0.04397,0.02757,0.03538,0.0344,0.03827,0.04442,0.03802,0.03528,0.02921,0.01831,0.03253,0.03173,0.03357,0.02886,0.02679,0.02756,0.01799,0.02429,0.02429,0.03743,0.01852,0.02969,0.0269,0.02504,0.03133,0.02133,0.02183,0.03167,0.02174,0.02968,0.02425,0.0311,0.02459,0.02815,0.02577,0.0218,0.0175,0.01344,0.01506,0.02211,0.0197,0.02046,0.0194,0.03687,0.03563,0.03248,0.01725,0.02238,0.0222,0.05451,0.03384,0.0358,0.03307,0.038,0.03306,0.03416,0.04004,0.04149,0.04551,0.03416,0.04099,0.05287,0.05088,0.05428,0.05177,0.07757,0.07,0.03465,0.03706,0.04382,0.05771,0.05569,0.0701,0.04489,0.03714,0.02943,0.03842,0.02754,0.03132,0.02725,0.02253,0.04867
1207.51,0.06224,0.05994,0.05901,0.02773,0.03659,0.04235,0.04474,0.01715,0.0269,0.04153,0.01743,0.03481,0.05438,0.05779,0.04109,0.03864,0.06522,0.04017,0.02579,0.02754,0.02269,0.01652,0.02003,0.02105,0.01735,0.05529,0.04653,0.02953,0.03775,0.03681,0.0409,0.04684,0.0396,0.03662,0.03156,0.01931,0.03551,0.03351,0.03608,0.03069,0.02839,0.02947,0.01969,0.02573,0.02582,0.03994,0.01977,0.03166,0.02928,0.02695,0.03327,0.02244,0.02291,0.03374,0.0228,0.0311,0.02544,0.03194,0.02587,0.02944,0.02688,0.02273,0.0183,0.01408,0.01621,0.02364,0.02097,0.02139,0.0206,0.03814,0.03741,0.0335,0.01797,0.0233,0.02343,0.05825,0.03624,0.0379,0.03514,0.04047,0.03507,0.03636,0.04235,0.04455,0.04789,0.03578,0.04293,0.05658,0.05389,0.05833,0.05504,0.08332,0.07551,0.03698,0.03948,0.04645,0.06103,0.05964,0.07434,0.04749,0.03929,0.03075,0.04113,0.02947,0.0329,0.02814,0.0237,0.05126
1206.05,0.06323,0.06003,0.05934,0.02851,0.03712,0.04282,0.04542,0.0174,0.02705,0.0416,0.01758,0.03471,0.05436,0.05792,0.04166,0.03823,0.06585,0.04004,0.02588,0.02816,0.02311,0.01682,0.01968,0.02148,0.0171,0.05689,0.04763,0.0302,0.03855,0.03766,0.04208,0.04792,0.0399,0.03694,0.03222,0.0196,0.0368,0.03392,0.03795,0.03184,0.02909,0.03043,0.0202,0.02625,0.0264,0.04099,0.02031,0.0325,0.03061,0.0276,0.03443,0.02281,0.02353,0.03516,0.02302,0.03185,0.02599,0.03216,0.0268,0.03002,0.02736,0.02317,0.01876,0.01453,0.01675,0.02459,0.0219,0.02156,0.02144,0.03856,0.03808,0.03335,0.01817,0.02345,0.02411,0.05823,0.0362,0.03759,0.03488,0.04024,0.03491,0.03624,0.04178,0.04478,0.04743,0.03533,0.04206,0.05726,0.05352,0.05865,0.05502,0.0837,0.07609,0.0368,0.03953,0.04607,0.06047,0.05971,0.07359,0.04693,0.03991,0.03056,0.04219,0.03039,0.03334,0.02842,0.02367,0.05106
1204.58,0.06124,0.05725,0.05714,0.02741,0.0358,0.04134,0.04358,0.01661,0.02551,0.03972,0.01644,0.033,0.05157,0.05575,0.04042,0.036,0.06382,0.03764,0.02493,0.02721,0.0223,0.01607,0.01841,0.02054,0.01618,0.05639,0.04682,0.02947,0.03796,0.03683,0.04158,0.04719,0.03867,0.03609,0.03106,0.01901,0.03546,0.03274,0.03859,0.03219,0.02858,0.02993,0.01972,0.02578,0.02553,0.04019,0.0199,0.03211,0.03057,0.02712,0.0345,0.02249,0.02358,0.03573,0.02259,0.03197,0.02577,0.03182,0.02735,0.02971,0.02726,0.02321,0.019,0.01467,0.01685,0.02459,0.02209,0.02106,0.0215,0.03831,0.03749,0.03256,0.01819,0.02299,0.02427,0.05406,0.03355,0.03491,0.03219,0.03718,0.03244,0.03361,0.03831,0.04189,0.04373,0.03266,0.03834,0.05361,0.04935,0.05498,0.05143,0.07818,0.07094,0.03386,0.03681,0.04263,0.05567,0.05547,0.06752,0.0431,0.03861,0.02882,0.04134,0.02982,0.03258,0.02804,0.02232,0.04739
1203.12,0.05685,0.04405,0.05249,0.02461,0.03268,0.03794,0.03962,0.01479,0.02281,0.03614,0.01432,0.02999,0.04695,0.05174,0.03727,0.03281,0.05978,0.03358,0.02296,0.02491,0.02033,0.01449,0.01651,0.01845,0.01451,0.05364,0.04424,0.0275,0.03597,0.03443,0.03965,0.04481,0.03622,0.03406,0.02877,0.01767,0.03243,0.03011,0.03783,0.03114,0.02694,0.02828,0.01831,0.02446,0.02326,0.03788,0.01869,0.03029,0.02886,0.02523,0.03345,0.02152,0.02307,0.03511,0.02166,0.03132,0.02515,0.03101,0.02735,0.02856,0.02656,0.02271,0.01873,0.01441,0.01646,0.02377,0.02157,0.02012,0.02094,0.03749,0.03586,0.03151,0.01781,0.02211,0.02381,0.04643,0.02885,0.03019,0.02749,0.03182,0.02791,0.02915,0.03261,0.03652,0.03761,0.0283,0.03274,0.04634,0.04202,0.0472,0.0446,0.06741,0.061,0.02884,0.03184,0.03656,0.04737,0.04744,0.0572,0.03667,0.03547,0.02599,0.03897,0.02812,0.03098,0.02709,0.01966,0.04073
1201.66,0.05077,0.03592,0.04608,0.02123,0.02848,0.03343,0.03484,0.01241,0.01957,0.03151,0.01175,0.02623,0.04137,0.04637,0.0331,0.02893,0.05468,0.02893,0.02058,0.02206,0.01774,0.01253,0.01428,0.0156,0.01244,0.04929,0.04006,0.02483,0.03241,0.03093,0.03666,0.04116,0.03321,0.03101,0.02585,0.01579,0.02856,0.02657,0.03588,0.02908,0.02449,0.02603,0.01602,0.02241,0.02032,0.03449,0.01702,0.02739,0.02595,0.02232,0.03184,0.0202,0.02195,0.03346,0.02036,0.03003,0.02424,0.03,0.02654,0.02689,0.02546,0.02156,0.01788,0.01376,0.01564,0.02244,0.02073,0.01889,0.0199,0.03569,0.03384,0.0301,0.01696,0.02099,0.02263,0.03719,0.02321,0.02436,0.02192,0.02558,0.02226,0.02384,0.02595,0.02967,0.03061,0.02303,0.02645,0.03708,0.03326,0.03785,0.03583,0.05406,0.04865,0.02304,0.02582,0.02912,0.03744,0.03763,0.04486,0.02915,0.03113,0.02255,0.03559,0.02574,0.02907,0.02549,0.01617,0.03289
1200.19,0.04428,0.03844,0.03915,0.01783,0.02417,0.02894,0.03016,0.01002,0.01643,0.02691,0.009207,0.02252,0.03573,0.04064,0.02891,0.02512,0.04916,0.02474,0.01836,0.01939,0.01517,0.01043,0.01183,0.01258,0.0106,0.04465,0.0354,0.02188,0.02834,0.02722,0.03331,0.03691,0.03029,0.0278,0.02256,0.01367,0.02379,0.02298,0.03329,0.02687,0.02196,0.02342,0.01343,0.01992,0.01739,0.03059,0.01509,0.02433,0.0225,0.0192,0.02997,0.01894,0.02063,0.03131,0.01905,0.0283,0.02302,0.02882,0.025,0.02523,0.02396,0.02009,0.01662,0.01305,0.01447,0.02084,0.01972,0.0176,0.01837,0.03338,0.03169,0.02845,0.01605,0.01979,0.02107,0.02823,0.0178,0.01868,0.01655,0.01987,0.01673,0.0185,0.01958,0.02255,0.02384,0.01778,0.02021,0.02774,0.02499,0.02924,0.02707,0.04108,0.03664,0.01754,0.02012,0.02199,0.02812,0.02802,0.03302,0.02205,0.02654,0.01898,0.03162,0.02286,0.02706,0.02367,0.01277,0.02532
1198.73,0.03849,0.03292,0.033,0.0146,0.02027,0.02486,0.02609,0.007789,0.01402,0.02313,0.007232,0.01942,0.03117,0.03579,0.02528,0.02224,0.04412,0.02146,0.0164,0.01692,0.01287,0.008421,0.009567,0.009902,0.009093,0.04036,0.03169,0.01879,0.02463,0.02385,0.0303,0.03289,0.02778,0.02497,0.01958,0.01169,0.01959,0.01981,0.03045,0.02459,0.01991,0.02068,0.01118,0.01732,0.01468,0.02703,0.01306,0.02143,0.01885,0.01634,0.02795,0.01788,0.01918,0.02891,0.01797,0.02616,0.02167,0.0276,0.02319,0.02394,0.0222,0.01868,0.01525,0.01242,0.01307,0.01923,0.01837,0.01647,0.01687,0.03142,0.02951,0.02682,0.0152,0.01851,0.0195,0.02084,0.01346,0.01398,0.01211,0.01525,0.01235,0.01391,0.01447,0.01663,0.0184,0.01361,0.01521,0.0199,0.01853,0.02179,0.01989,0.03027,0.02673,0.01301,0.01556,0.01614,0.02082,0.01992,0.02353,0.01612,0.02258,0.01607,0.02773,0.01999,0.02511,0.02218,0.01011,0.01925
1197.27,0.03387,0.02879,0.02875,0.01204,0.01718,0.02168,0.02306,0.006107,0.01232,0.02033,0.005926,0.01706,0.02797,0.03231,0.0229,0.02017,0.04054,0.01927,0.01477,0.01466,0.01109,0.006965,0.008255,0.008006,0.007887,0.03698,0.029,0.01632,0.02164,0.02142,0.02772,0.02949,0.02583,0.02263,0.01737,0.01004,0.01635,0.01725,0.02776,0.02269,0.01824,0.01831,0.009462,0.01503,0.01241,0.02412,0.01136,0.01884,0.01578,0.01413,0.02609,0.01698,0.01775,0.02686,0.0171,0.02426,0.02018,0.02672,0.02142,0.02292,0.02061,0.01753,0.01422,0.0118,0.01183,0.01792,0.01669,0.01566,0.01581,0.02991,0.02803,0.02557,0.01446,0.01721,0.01824,0.01578,0.01068,0.01093,0.00925,0.01209,0.009533,0.0107,0.01118,0.0127,0.01505,0.01088,0.0123,0.01471,0.0144,0.01664,0.01514,0.02286,0.01992,0.009935,0.01232,0.01212,0.01605,0.01444,0.01746,0.01218,0.01981,0.01411,0.02479,0.0178,0.02355,0.02096,0.008184,0.01518
1195.8,0.03108,0.02637,0.02662,0.01051,0.01515,0.02005,0.02116,0.005261,0.01131,0.01859,0.005229,0.01547,0.02647,0.0304,0.02148,0.01901,0.03866,0.01824,0.01363,0.01315,0.01013,0.006118,0.007969,0.007108,0.006987,0.0346,0.02736,0.01479,0.01988,0.02001,0.02588,0.02708,0.02442,0.02133,0.01574,0.008906,0.01411,0.0157,0.02527,0.02159,0.01711,0.01659,0.008339,0.01348,0.01084,0.02212,0.01017,0.01717,0.01364,0.01261,0.0247,0.01633,0.01715,0.02556,0.01643,0.023,0.01888,0.02621,0.01991,0.02228,0.01921,0.01663,0.01365,0.01127,0.01097,0.01714,0.01526,0.01536,0.0152,0.02903,0.02754,0.02495,0.01385,0.01634,0.01745,0.01331,0.00958,0.009544,0.008049,0.01064,0.008207,0.009234,0.009914,0.01081,0.01354,0.009457,0.01113,0.01225,0.01269,0.01402,0.01296,0.01906,0.01655,0.008445,0.01062,0.01025,0.01387,0.01181,0.01492,0.0105,0.01853,0.01328,0.02295,0.0164,0.02264,0.02013,0.00704,0.01323
1194.34,0.0303,0.02566,0.02606,0.01006,0.01423,0.01946,0.0204,0.00513,0.01109,0.01778,0.004951,0.01489,0.02679,0.02989,0.02067,0.01879,0.03843,0.018,0.01331,0.01253,0.01009,0.005872,0.008263,0.007014,0.006479,0.03327,0.02681,0.01429,0.01936,0.01949,0.02521,0.02612,0.02366,0.02084,0.01491,0.008308,0.01287,0.0153,0.02336,0.02117,0.01634,0.01557,0.007795,0.01276,0.01003,0.02126,0.009449,0.01624,0.01231,0.01161,0.02408,0.01601,0.01715,0.02468,0.01614,0.02237,0.01812,0.0258,0.019,0.02206,0.0183,0.01628,0.01348,0.01094,0.01061,0.01685,0.01444,0.01552,0.01506,0.02898,0.02786,0.02478,0.01342,0.01618,0.017,0.01292,0.009851,0.009441,0.008196,0.01055,0.008075,0.009254,0.01004,0.0106,0.01353,0.009118,0.01123,0.01183,0.01287,0.01359,0.01279,0.01835,0.01623,0.0084,0.01023,0.01021,0.01405,0.01167,0.01511,0.01065,0.0183,0.0135,0.02222,0.01566,0.02258,0.02004,0.006536,0.01288
1192.88,0.0308,0.02645,0.0268,0.01064,0.01422,0.01941,0.0206,0.005385,0.01169,0.01782,0.005004,0.01527,0.02799,0.03046,0.02031,0.01912,0.03926,0.01798,0.01348,0.01277,0.01053,0.006201,0.008864,0.007356,0.006486,0.03291,0.0272,0.01445,0.0196,0.01963,0.02548,0.02637,0.0234,0.02091,0.01486,0.008204,0.01254,0.0157,0.02258,0.02089,0.01556,0.01541,0.007703,0.01271,0.009925,0.0211,0.009148,0.01578,0.01169,0.01108,0.02403,0.01603,0.01762,0.02422,0.01632,0.02225,0.01801,0.02558,0.01855,0.02213,0.01835,0.01663,0.0137,0.01078,0.01055,0.01708,0.01428,0.01582,0.01545,0.0296,0.02859,0.0249,0.01322,0.01645,0.0168,0.01382,0.01098,0.01019,0.009459,0.01136,0.008762,0.01015,0.01094,0.01164,0.0148,0.009732,0.01248,0.01271,0.01418,0.01466,0.01402,0.01988,0.01808,0.00949,0.0108,0.01139,0.01572,0.01309,0.01711,0.01204,0.01872,0.01437,0.02245,0.01564,0.02311,0.02075,0.006597,0.01381
1191.41,0.03225,0.02837,0.02873,0.01186,0.01491,0.01993,0.02122,0.005937,0.01272,0.01841,0.005381,0.01626,0.02934,0.03149,0.0204,0.01958,0.0404,0.0181,0.01371,0.01338,0.01108,0.006764,0.009736,0.007956,0.006952,0.03319,0.02812,0.01462,0.02031,0.02013,0.02574,0.02707,0.0234,0.02149,0.01498,0.008448,0.01297,0.01662,0.02248,0.02063,0.01516,0.01575,0.007981,0.01318,0.01027,0.02089,0.009136,0.01583,0.01182,0.01115,0.02451,0.0165,0.01839,0.02467,0.01684,0.02277,0.0185,0.0257,0.01853,0.02254,0.01899,0.01738,0.01428,0.01099,0.01087,0.01785,0.01465,0.0162,0.01634,0.03036,0.02942,0.02542,0.01326,0.01683,0.01696,0.01584,0.01267,0.01173,0.01117,0.01285,0.01008,0.01171,0.01276,0.01379,0.01695,0.01121,0.01454,0.01477,0.01642,0.01685,0.01656,0.02321,0.02148,0.01116,0.01227,0.0136,0.01827,0.01548,0.02035,0.01432,0.01979,0.01552,0.02332,0.01621,0.02379,0.02184,0.007435,0.01604
1189.95,0.03443,0.03068,0.0313,0.01304,0.01608,0.0205,0.02199,0.006677,0.0138,0.01929,0.005891,0.01752,0.03073,0.03253,0.02096,0.02025,0.042,0.01843,0.01408,0.01392,0.01174,0.007396,0.01064,0.008721,0.007632,0.03377,0.02905,0.01493,0.0213,0.02066,0.02603,0.02785,0.02374,0.0221,0.01541,0.008811,0.014,0.01778,0.02246,0.02055,0.01517,0.01608,0.008591,0.0138,0.01084,0.02081,0.009374,0.01612,0.01241,0.01174,0.02563,0.01737,0.01924,0.02578,0.01772,0.02409,0.01948,0.02607,0.01931,0.02331,0.02005,0.01832,0.01517,0.01159,0.01172,0.01902,0.01547,0.01693,0.01744,0.03121,0.03008,0.02636,0.01361,0.01752,0.01752,0.01894,0.01473,0.01415,0.01307,0.01494,0.01193,0.01395,0.01527,0.0168,0.0196,0.01338,0.01703,0.01792,0.01955,0.02003,0.02009,0.02816,0.02609,0.01313,0.01451,0.01678,0.02168,0.01899,0.02463,0.01719,0.0212,0.01671,0.02449,0.01703,0.02463,0.02294,0.008923,0.01931
1188.49,0.03691,0.03298,0.03401,0.01415,0.01751,0.02117,0.02284,0.007436,0.01497,0.02061,0.006564,0.01878,0.03202,0.03393,0.02189,0.02121,0.04395,0.01896,0.01475,0.01464,0.01236,0.008132,0.01134,0.009501,0.008304,0.03486,0.02962,0.01556,0.02283,0.02122,0.02659,0.02882,0.0245,0.02265,0.01622,0.009401,0.01522,0.01898,0.02254,0.02047,0.01537,0.01678,0.009255,0.01463,0.01169,0.02116,0.009828,0.01682,0.01328,0.01241,0.02718,0.01836,0.02009,0.02712,0.01884,0.02595,0.02067,0.02683,0.02042,0.02426,0.02144,0.01934,0.01622,0.01232,0.01278,0.02042,0.01675,0.018,0.01859,0.03219,0.03072,0.02767,0.01426,0.01855,0.01822,0.02258,0.01694,0.017,0.01551,0.01743,0.01407,0.01661,0.01817,0.0201,0.02245,0.01599,0.01987,0.02144,0.02312,0.02386,0.02385,0.03418,0.03131,0.01552,0.01714,0.02054,0.0254,0.02322,0.02953,0.02037,0.02267,0.01814,0.02556,0.01801,0.02577,0.02403,0.01068,0.02318
1187.02,0.03957,0.03532,0.03642,0.01545,0.01901,0.02205,0.02346,0.008279,0.01622,0.02208,0.007239,0.01989,0.03303,0.03532,0.02314,0.02216,0.04577,0.01966,0.01583,0.01559,0.01305,0.008735,0.01164,0.01028,0.008963,0.03665,0.03017,0.01661,0.02444,0.02191,0.0274,0.03017,0.02552,0.02316,0.01723,0.0101,0.01632,0.02021,0.02271,0.02053,0.01585,0.01782,0.01011,0.01553,0.01283,0.02176,0.01033,0.01761,0.01442,0.01286,0.02914,0.0194,0.02093,0.02855,0.01985,0.02787,0.02198,0.028,0.02146,0.02537,0.02275,0.02029,0.01713,0.01314,0.01395,0.0219,0.01819,0.01919,0.01969,0.03316,0.03158,0.02897,0.01486,0.01961,0.01878,0.02623,0.01892,0.01962,0.01796,0.02003,0.0163,0.01922,0.02107,0.02323,0.02513,0.0186,0.02255,0.02472,0.02666,0.02781,0.02731,0.04036,0.03639,0.01806,0.0197,0.02415,0.02887,0.02737,0.03414,0.0234,0.02403,0.0196,0.02673,0.019,0.02718,0.02496,0.01243,0.02698
1185.56,0.04182,0.0374,0.03819,0.0165,0.02017,0.02284,0.02372,0.008952,0.01731,0.02356,0.007785,0.02061,0.03361,0.03592,0.02419,0.02307,0.04685,0.02037,0.01669,0.01643,0.01362,0.008979,0.01184,0.01087,0.009601,0.03837,0.03088,0.01765,0.02554,0.02244,0.02814,0.0315,0.0265,0.02351,0.01828,0.01056,0.01718,0.02117,0.02266,0.02048,0.01648,0.01874,0.01118,0.01616,0.01416,0.02212,0.01072,0.01806,0.01534,0.01328,0.03098,0.02039,0.02166,0.02989,0.0206,0.02931,0.02309,0.02909,0.02246,0.02644,0.02371,0.02102,0.01775,0.014,0.01496,0.02313,0.0195,0.02019,0.02053,0.0338,0.0321,0.02972,0.01508,0.02037,0.01929,0.02934,0.0204,0.02168,0.01984,0.02226,0.01819,0.02126,0.02339,0.02582,0.02725,0.02075,0.02455,0.02753,0.02972,0.03127,0.03028,0.04559,0.04088,0.02,0.02193,0.02696,0.03166,0.03081,0.0378,0.02559,0.02506,0.02066,0.02754,0.01961,0.02806,0.0255,0.01391,0.03006
1184.09,0.04324,0.0384,0.03906,0.01675,0.02079,0.02282,0.02346,0.009161,0.01781,0.02479,0.008213,0.02098,0.03381,0.03561,0.02467,0.02367,0.04688,0.02086,0.01677,0.01656,0.01385,0.008855,0.01199,0.01107,0.01011,0.03898,0.03123,0.01793,0.02588,0.02262,0.02837,0.03215,0.02706,0.02345,0.01915,0.01052,0.01755,0.02128,0.0224,0.02014,0.01702,0.01899,0.01177,0.01636,0.01505,0.02213,0.01091,0.01796,0.01554,0.0136,0.03221,0.02078,0.02195,0.03069,0.02098,0.03005,0.02338,0.02972,0.02334,0.02704,0.02402,0.02128,0.01791,0.01458,0.01547,0.02379,0.02035,0.02054,0.02085,0.03361,0.03177,0.02967,0.0151,0.02049,0.01962,0.03112,0.02119,0.0228,0.02059,0.02338,0.01918,0.02224,0.02473,0.02742,0.0284,0.02182,0.02554,0.02925,0.03154,0.03322,0.03203,0.04865,0.0435,0.02087,0.02326,0.02828,0.03306,0.03296,0.03976,0.02645,0.02553,0.02095,0.02742,0.01954,0.02799,0.02553,0.01458,0.03174
1182.63,0.04294,0.03783,0.03886,0.0162,0.02082,0.0219,0.02233,0.009037,0.01738,0.02502,0.008237,0.02071,0.03294,0.03455,0.02461,0.02338,0.04613,0.02095,0.01641,0.01596,0.01361,0.008468,0.01166,0.01087,0.01016,0.03848,0.03045,0.01756,0.02546,0.02256,0.02786,0.03182,0.02694,0.02309,0.0193,0.009914,0.0171,0.0204,0.02202,0.01978,0.01726,0.01845,0.01154,0.01619,0.01495,0.02186,0.01085,0.01743,0.01515,0.01341,0.03252,0.02033,0.02168,0.03049,0.02055,0.02998,0.02264,0.02976,0.02356,0.02675,0.0237,0.02086,0.01742,0.01453,0.01542,0.02363,0.0204,0.01994,0.02064,0.03261,0.03068,0.02884,0.01487,0.01988,0.01937,0.03087,0.02076,0.02244,0.02,0.02292,0.01907,0.02192,0.02449,0.02729,0.02809,0.0214,0.02507,0.02906,0.03132,0.0328,0.03168,0.04857,0.04305,0.02042,0.02295,0.02753,0.03226,0.03293,0.03912,0.02572,0.02533,0.02052,0.02666,0.01893,0.02725,0.02483,0.01431,0.03142
1181.17,0.04065,0.03596,0.03739,0.01484,0.01978,0.02049,0.02069,0.008455,0.0159,0.02407,0.007608,0.01931,0.03081,0.03251,0.02382,0.02224,0.04501,0.02034,0.01587,0.01494,0.01279,0.007812,0.01094,0.01012,0.009448,0.03674,0.02877,0.01673,0.02462,0.02169,0.02691,0.03039,0.02615,0.02244,0.01851,0.00893,0.01582,0.0188,0.02114,0.01924,0.01672,0.01739,0.01086,0.01549,0.01405,0.02094,0.01048,0.01658,0.01428,0.01248,0.03148,0.01919,0.02109,0.02918,0.01922,0.02868,0.02111,0.0288,0.02284,0.02542,0.0227,0.01979,0.01641,0.01379,0.01487,0.0225,0.01962,0.01855,0.01983,0.03122,0.02887,0.0273,0.01405,0.01879,0.01838,0.02847,0.01893,0.02045,0.01805,0.02094,0.01774,0.02031,0.02236,0.02516,0.02594,0.01951,0.02291,0.02682,0.02874,0.03002,0.02914,0.0449,0.03952,0.01848,0.02103,0.02487,0.02921,0.03035,0.03564,0.02325,0.02437,0.01948,0.02521,0.01792,0.02586,0.02343,0.01305,0.02896
1179.7,0.03767,0.0331,0.03458,0.01299,0.01786,0.01867,0.0188,0.007406,0.01372,0.02212,0.006583,0.01742,0.02822,0.02984,0.02224,0.02037,0.04336,0.01892,0.01496,0.01354,0.01155,0.00685,0.009679,0.008775,0.00825,0.03429,0.02679,0.01564,0.02302,0.02017,0.02553,0.02843,0.02492,0.02115,0.01706,0.00783,0.01385,0.0166,0.01989,0.01849,0.01547,0.01589,0.009732,0.01405,0.01246,0.01938,0.009599,0.01524,0.01292,0.01101,0.02909,0.01737,0.01975,0.02672,0.01736,0.02601,0.01891,0.02673,0.02125,0.0232,0.02117,0.01819,0.01501,0.01248,0.01383,0.02042,0.01794,0.01656,0.01819,0.02917,0.02661,0.02522,0.01282,0.01742,0.01664,0.02425,0.01609,0.01713,0.01502,0.01776,0.01518,0.01744,0.01895,0.02144,0.02218,0.01651,0.01933,0.02265,0.02422,0.02533,0.02465,0.03816,0.03325,0.01545,0.01789,0.02063,0.02442,0.02567,0.02973,0.01929,0.02243,0.01783,0.02312,0.01635,0.02405,0.02169,0.01094,0.02454
1178.24,0.03401,0.02963,0.03084,0.01107,0.01564,0.01652,0.0167,0.006138,0.01171,0.01973,0.005419,0.01549,0.02525,0.02721,0.02006,0.01809,0.04053,0.01723,0.01343,0.01201,0.01007,0.005802,0.008202,0.007186,0.006955,0.0312,0.02465,0.01435,0.02067,0.01829,0.02368,0.02625,0.02313,0.01932,0.01525,0.006589,0.01139,0.01398,0.01863,0.01749,0.01377,0.01428,0.00823,0.01212,0.01045,0.0173,0.008367,0.01346,0.0111,0.009424,0.02557,0.01514,0.0176,0.02359,0.01524,0.02234,0.01614,0.02378,0.01898,0.02054,0.01939,0.01625,0.01317,0.01079,0.01228,0.01764,0.01554,0.014,0.01596,0.02624,0.02403,0.02281,0.0114,0.01559,0.01455,0.01878,0.01272,0.01309,0.0114,0.0139,0.01198,0.01367,0.0147,0.01686,0.01754,0.01292,0.01502,0.01739,0.01866,0.01942,0.01892,0.0295,0.02535,0.01207,0.01422,0.01545,0.01853,0.01964,0.02251,0.0145,0.01978,0.01587,0.02063,0.01456,0.02197,0.01974,0.008428,0.01892
1176.78,0.03039,0.02569,0.02684,0.009402,0.01345,0.01438,0.01448,0.004921,0.01022,0.01726,0.004274,0.01371,0.02241,0.02501,0.01786,0.01579,0.03696,0.01549,0.01159,0.01025,0.008522,0.00485,0.006897,0.005829,0.005882,0.02788,0.02262,0.01282,0.01787,0.0164,0.02144,0.02392,0.02101,0.01729,0.01312,0.005278,0.009071,0.0115,0.01725,0.01639,0.01208,0.01266,0.006717,0.01009,0.008422,0.0149,0.007163,0.01142,0.009045,0.007765,0.02148,0.01277,0.01511,0.02032,0.01305,0.01859,0.0133,0.02041,0.01641,0.01793,0.01756,0.01409,0.01114,0.009121,0.01044,0.01455,0.01275,0.01135,0.01356,0.02305,0.0212,0.02031,0.009923,0.01327,0.01239,0.01304,0.009322,0.009142,0.007838,0.01004,0.008641,0.009918,0.01033,0.01205,0.01266,0.009261,0.01067,0.01207,0.01302,0.01341,0.0133,0.02065,0.01744,0.008671,0.01053,0.0104,0.01257,0.01337,0.0152,0.009826,0.01698,0.01377,0.01843,0.01287,0.01984,0.01751,0.006112,0.01317
1175.31,0.02723,0.02168,0.0229,0.007926,0.01129,0.01252,0.01249,0.003813,0.009009,0.01496,0.00331,0.01239,0.01999,0.02338,0.01583,0.01375,0.03378,0.01363,0.01002,0.008514,0.007187,0.004076,0.005734,0.004775,0.004977,0.0251,0.02119,0.01127,0.01518,0.01466,0.01907,0.02169,0.01902,0.0155,0.01084,0.004266,0.00717,0.009483,0.01564,0.01537,0.01069,0.01112,0.005445,0.008144,0.006632,0.01285,0.006205,0.009514,0.007066,0.006137,0.01735,0.01046,0.01263,0.01691,0.0109,0.0152,0.01083,0.01721,0.01391,0.01552,0.01557,0.01189,0.00943,0.007504,0.008434,0.01156,0.01001,0.009268,0.01128,0.02031,0.01864,0.01788,0.008676,0.01115,0.01031,0.008211,0.006347,0.005934,0.004892,0.006774,0.005641,0.006926,0.006667,0.007808,0.008461,0.006066,0.006994,0.007467,0.008274,0.008345,0.008448,0.01307,0.01073,0.005654,0.007226,0.006213,0.007687,0.007956,0.00885,0.005967,0.01447,0.01178,0.01692,0.01134,0.01772,0.01509,0.004395,0.00832
1173.85,0.02433,0.01865,0.01979,0.006687,0.009625,0.01116,0.0109,0.002953,0.00818,0.01314,0.002519,0.01153,0.01803,0.02241,0.01398,0.01225,0.03137,0.01195,0.008953,0.007416,0.006312,0.003534,0.004671,0.004044,0.004144,0.02324,0.02019,0.01001,0.01352,0.01319,0.01719,0.01966,0.01717,0.01428,0.008973,0.003744,0.005489,0.008078,0.01417,0.01437,0.009567,0.01004,0.00441,0.006757,0.00527,0.01171,0.005575,0.008307,0.005531,0.004841,0.01361,0.008481,0.01038,0.01344,0.008964,0.0122,0.008842,0.01473,0.01161,0.01343,0.01366,0.009932,0.008225,0.00605,0.006469,0.00894,0.007604,0.007733,0.009315,0.01805,0.01666,0.0158,0.007808,0.009528,0.008568,0.004864,0.004148,0.003693,0.002834,0.004329,0.003548,0.004836,0.004099,0.00476,0.00558,0.003793,0.004558,0.004041,0.004934,0.004853,0.004665,0.007639,0.005902,0.003616,0.004856,0.003387,0.004334,0.003958,0.004339,0.003284,0.01266,0.0105,0.01559,0.01009,0.01574,0.01282,0.003264,0.005145
